round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.2499912020364353,0.0,0.0,2718.0,303.0,0.0,0.0,0.11501350829795445,298.0,3.4482758620689653,0.002586959776663924,0.01075811431559327,0.0,,,,,,,,
1,0.25000293265452156,0.00037257824143070045,1.0,2684.0,303.0,0.0,0.0,0.1178318931657502,300.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
2,0.25000293265452156,0.0,0.0,2666.0,303.0,0.0,0.0,0.11808846761453397,299.0,,,,0.0,,,,,,,,
3,0.25000293265452156,0.0,0.0,2640.0,303.0,0.0,0.0,0.11906645569620253,301.0,,,,0.0,,,,,,,,
4,0.25000293265452156,0.0,0.0,2674.0,303.0,0.0,0.0,0.11950439648281375,299.0,,,,0.0,,,,,,,,
5,0.25000293265452156,0.0,0.0,2648.0,303.0,0.0,0.0,0.12001594896331738,301.0,,,,0.0,,,,,,,,
6,0.25001466327260785,0.00037397157816005983,1.0,2674.0,303.0,0.0,0.0,0.11764705882352941,300.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
7,0.25001466327260785,0.0,0.0,2758.0,303.0,0.0,0.0,0.11416571210385644,299.0,,,,0.0,,,,,,,,
8,0.2500381245087804,0.0007437709185570844,2.0,2689.0,303.0,0.0,0.0033003300330033004,0.11790220820189275,299.0,,,,0.0,0.5,0.5,0.5,0.5,0.625,1.0,0.625,1.0
9,0.2500498551268666,0.0003757985719654265,1.0,2661.0,303.0,0.0,0.0,0.11848341232227488,300.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
10,0.2500615857449529,0.00038022813688212925,1.0,2630.0,303.0,0.0,0.0,0.11926605504587157,299.0,3.0793650793650795,0.0025524985946004,0.010744875845767325,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
11,0.25007331636303914,0.000375234521575985,1.0,2665.0,303.0,0.0,0.0,0.11769352290679305,298.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
12,0.25008504698112544,0.00037243947858472997,1.0,2685.0,303.0,0.0,0.0,0.11780715396578538,303.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
13,0.25010850821729796,0.0007468259895444362,2.0,2678.0,303.0,0.0,0.0033003300330033004,0.11713836477987422,298.0,,,,0.0,0.5,0.5,0.5,0.5,0.6,1.0,0.6,1.0
14,0.25012023883538426,0.00038066235249333843,1.0,2627.0,303.0,0.0,0.0,0.12016129032258065,298.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
15,0.2501319694534705,0.0003652300949598247,1.0,2738.0,303.0,0.0,0.0,0.11453914384882376,297.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
16,0.2501319694534705,0.0,0.0,2667.0,303.0,0.0,0.0,0.1185302252074279,300.0,,,,0.0,,,,,,,,
17,0.2501319694534705,0.0,0.0,2758.0,303.0,0.0,0.0,0.11475409836065574,301.0,,,,0.0,,,,,,,,
18,0.2501671613077293,0.0011363636363636363,3.0,2640.0,303.0,0.0,0.0,0.11964785914365746,299.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365079365079365,1.0
19,0.2501671613077293,0.0,0.0,2722.0,303.0,0.0,0.0,0.11583011583011583,300.0,,,,0.0,,,,,,,,
20,0.2501671613077293,0.0,0.0,2618.0,303.0,0.0,0.0,0.12101653892698669,300.0,3.6216216216216215,0.0025040089026936146,0.010644395232638574,0.0,,,,,,,,
21,0.25017889192581555,0.00037023324694557573,1.0,2701.0,303.0,0.0,0.0,0.11613406079501169,298.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
22,0.25019062254390184,0.0003677822728944465,1.0,2719.0,303.0,0.0,0.0,0.11571207430340558,299.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
23,0.25019062254390184,0.0,0.0,2677.0,303.0,0.0,0.0,0.11743912018853103,299.0,,,,0.0,,,,,,,,
24,0.25019062254390184,0.0,0.0,2744.0,303.0,0.0,0.0,0.11557596632223498,302.0,,,,0.0,,,,,,,,
25,0.25019062254390184,0.0,0.0,2752.0,303.0,0.0,0.0,0.11435062476334722,302.0,,,,0.0,,,,,,,,
26,0.2502023531619881,0.00037383177570093456,1.0,2675.0,303.0,0.0,0.0,0.11936758893280633,302.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
27,0.2502023531619881,0.0,0.0,2711.0,303.0,0.0,0.0,0.11476043276661514,297.0,,,,0.0,,,,,,,,
28,0.2502023531619881,0.0,0.0,2751.0,303.0,0.0,0.0,0.11489850631941785,300.0,,,,0.0,,,,,,,,
29,0.25021408378007437,0.0003779289493575208,1.0,2646.0,303.0,0.0,0.0,0.11869789599047241,299.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
