round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.2499912020364353,0.0,0.0,2718.0,303.0,0.0,0.0,0.11501350829795445,298.0,3.4482758620689653,0.002586959776663924,0.01075811431559327,0.0,,,,,,,,
1,0.25000293265452156,0.00037257824143070045,1.0,2684.0,303.0,0.0,0.0,0.1178318931657502,300.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
2,0.25000293265452156,0.0,0.0,2666.0,303.0,0.0,0.0,0.11813512445673646,299.0,,,,0.0,,,,,,,,
3,0.25001466327260785,0.0003787878787878788,1.0,2640.0,303.0,0.0,0.0,0.11890606420927467,300.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
4,0.25001466327260785,0.0,0.0,2674.0,303.0,0.0,0.0,0.11964785914365746,299.0,,,,0.0,,,,,,,,
5,0.25001466327260785,0.0,0.0,2648.0,303.0,0.0,0.0,0.12006382130035899,301.0,,,,0.0,,,,,,,,
6,0.2500263938906941,0.00037397157816005983,1.0,2674.0,303.0,0.0,0.0,0.11760094080752646,300.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
7,0.2500263938906941,0.0,0.0,2758.0,303.0,0.0,0.0,0.11394817073170732,299.0,,,,0.0,,,,,,,,
8,0.2500498551268666,0.0007437709185570844,2.0,2689.0,303.0,0.0,0.0033003300330033004,0.1182033096926714,300.0,,,,0.0,0.5,0.5,0.5,0.5,0.625,1.0,0.625,1.0
9,0.2500615857449529,0.0003757985719654265,1.0,2661.0,303.0,0.0,0.0,0.11899133175728921,302.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
10,0.25007331636303914,0.00038022813688212925,1.0,2630.0,303.0,0.0,0.0,0.1196,299.0,3.1384615384615384,0.00255135932645624,0.010744875845767325,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
11,0.25008504698112544,0.000375234521575985,1.0,2665.0,303.0,0.0,0.0,0.11785573512022074,299.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
12,0.25010850821729796,0.0007448789571694599,2.0,2685.0,303.0,0.0,0.0,0.11780715396578538,303.0,,,,0.0,0.0,0.0,0.16666666666666666,0.5,0.29166666666666663,1.0,0.29166666666666663,1.0
13,0.2501319694534705,0.0007468259895444362,2.0,2678.0,303.0,0.0,0.0033003300330033004,0.11831761006289308,301.0,,,,0.0,0.5,0.5,0.5,0.5,0.625,1.0,0.625,1.0
14,0.2501437000715568,0.00038066235249333843,1.0,2627.0,303.0,0.0,0.0,0.12041884816753927,299.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
15,0.250155430689643,0.0003652300949598247,1.0,2738.0,303.0,0.0,0.0,0.11612654320987655,301.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
16,0.250155430689643,0.0,0.0,2668.0,303.0,0.0,0.0,0.11947949526813881,303.0,,,,0.0,,,,,,,,
17,0.250155430689643,0.0,0.0,2758.0,303.0,0.0,0.0,0.1135155656795748,299.0,,,,0.0,,,,,,,,
18,0.25019062254390184,0.0011363636363636363,3.0,2640.0,303.0,0.0,0.0,0.11921850079744817,299.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365079365079365,1.0
19,0.25019062254390184,0.0,0.0,2722.0,303.0,0.0,0.0,0.11726006191950464,303.0,,,,0.0,,,,,,,,
20,0.25019062254390184,0.0,0.0,2618.0,303.0,0.0,0.0,0.12096774193548387,300.0,3.888888888888889,0.0025026248859141877,0.010618654614399637,0.0,,,,,,,,
21,0.25019062254390184,0.0,0.0,2701.0,303.0,0.0,0.0,0.11590820692337611,298.0,,,,0.0,,,,,,,,
22,0.2502023531619881,0.0003677822728944465,1.0,2719.0,303.0,0.0,0.0,0.11544401544401545,299.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
23,0.2502023531619881,0.0,0.0,2677.0,303.0,0.0,0.0,0.11855061047656558,301.0,,,,0.0,,,,,,,,
24,0.25021408378007437,0.0003645643456069996,1.0,2743.0,303.0,0.0,0.0,0.11588641596316193,302.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
25,0.25021408378007437,0.0,0.0,2752.0,303.0,0.0,0.0,0.11362778406946017,301.0,,,,0.0,,,,,,,,
26,0.25022581439816066,0.00037383177570093456,1.0,2675.0,303.0,0.0,0.0,0.11952662721893491,303.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
27,0.2502375450162469,0.00036886757654002215,1.0,2711.0,303.0,0.0,0.0033003300330033004,0.11605415860735009,300.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,0.2502375450162469,0.0,0.0,2751.0,303.0,0.0,0.0,0.11467889908256881,300.0,,,,0.0,,,,,,,,
29,0.2502375450162469,0.0,0.0,2646.0,303.0,0.0,0.0,0.1182070606902023,298.0,,,,0.0,,,,,,,,
